"title","field_expo_lieu_value","field_expo_type_value","field_expo_dates_value","field_expo_dates_value2","field_expo_curator_value","field_expo_code_value","field_expo_note_value","field_expo_sous_titre_value","field_oeuvre_adresse_web_url","filenames"


Autre fil conducteur de l'exposition, le pixel, point élémentaire de toute image numérique, est motif récurrent dans le travail de l'artiste et de ses recherches sur l’art numérique. Il est pour lui l'équivalent de la touche picturale. Si Alain Jacquet ou Roy Lichtenstein se sont intéressés à l’agrandissement du point et de la trame offset, Miguel Chevalier développe une écriture non plus fondée sur la trame de points comme ces artistes, mais sur la trame du pixels. Le pixel, agrandis, mise en mouvement ou fixe, devient autonome et compose des univers abstraites empreint de poésie. 


L'agrandissement des pixels des oeuvres « Pixels infini (jaune) » et « Pixels Infini Rond (blanc) »  compose une image abstraite mise en abyme par le double miroir sans tain. Le regardeur plonge et est attiré dans cet univers infini de lumière.

L'œuvre « Cyberespace Pixels » mêlant pixels et formules mathématique, est à l’image du Big Data, c’est à dire des trillions d’octets de données générées chaque jour : messages sur les sites de médias sociaux, images numériques et vidéos publiées en ligne, d’enregistrements transactionnels d’achats en ligne, signaux GPS de téléphones mobiles... C’est l’image métaphorique de l’explosion quantitative des données numériques qui contraint à de nouvelles manières de stocker les données, de voir et analyser le monde. 


Lumière, mouvement, énergie : de nouvelles poétiques de la matière s'élaborent dans la continuité des œuvres cinétiques. Miguel Chevalier retranscrit à partir de cette esthétique, les notions de flux et de réseaux. Il rend visible l’invisible, révèle l'essence des choses dans un monde sans cesse en évolution. 







",NULL,NULL,"2016-e_lmsbruxelles12.jpg,2016-e-lmsbruxelles10.jpg,2016-e-lmsbruxelles9.jpg,2016-e-lmsbruxelles8.jpg,2016-e-lmsbruxelles4.jpg,2016-e-lmsbruxelles3.jpg,2016-e-lmsbruxelles2.jpg,13001282_243989202621624_750952275846808935_n.jpg,2016-e-lmsbruxelles1.jpg"
"Power Pixels ENGHIEN LES BAINS","Centre des arts, Enghien-les-Bains (France)","perso","2013-09-20T00:00:00","2013-12-15T00:00:00",NULL,"2013-E-ENGHIENLESBAINS","Vernissage / Soirée d’ouverture de la saison 2013-2014
Performance en collaboration avec Pascal Contet à 19h30 
Vernissage 19/09/2013
Exposition du 20 septembre au 15 décembre 2013",NULL,NULL,"2013-rx-tableconvivial2.jpg,2013-rx-tableconvivial1.jpg"
"Power Pixels HEUSDEN","Galerie Priveekollektie, Pelsestraat 13-15, 5256 Heusden aan de Maas (NLD)","perso","2011-04-10T00:00:00","2011-05-07T00:00:00",NULL,"2011-E-HEUSDENAANDEMAAS",NULL,NULL,NULL,"2011-e-priveekollectie-2.jpg,2011-e-priveekollectie-3.jpg,2011-e-priveekollectie-4.jpg,2011-e-priveekollectie-5.jpg,2011-e-priveekollectie-6.jpg,2011-e-priveekollectie-7.jpg,2011-e-priveekollectie-8.jpg,2011-e-priveekollectie-9.jpg,2011-e-priveekollectie-10.jpg,2011-e-priveekollectie-1.jpg"
"Power Pixels KVINESDAL","Utsikten Kunstsenter, Kvinesdal, Norvège","perso","2014-03-21T00:00:00","2014-04-27T00:00:00","Torill Haugen","2014-E-KVINESDAL",NULL,NULL,NULL,"chevalier_norway_invitation2.jpg,chevalier_norway_invitation_1.jpg"
"Power Pixels LYON","Galerie Georges Verney-Carron, 45, quai Rambaud 69002, Lyon","perso","2009-12-04T00:00:00","2010-02-13T00:00:00","Galerie Georges Verney-Carron","2009-E-LYONCARRON","Power Pixels 2009 présente des installations de réalité virtuelle Fractal Flowers et Pixels Liquides inédites, ainsi qu'une série de pièces fixes encore jamais montrées en France.

Une peau de pixels colorés évolue de façon autonome sur le mur de leds. Le déplacement du spectateur crée une traînée de couleur qui se mélange et fuse avec la « peinture » en trame de fond, avant de s'effacer lentement jusqu'au prochain passage d'un visiteur. Sortant du rapport au tableau et faisant corps avec l'écran, Miguel Chevalier met au point la technique du « dripping électronique », une peinture de la lumière en perpétuel mouvement où le spectateur devient par son corps un pinceau numérique.

En parallèle de cette installation seront également présentées différentes pièces fixes traitant le thème du pixel, notamment Pixels Infini ou Flux Holographique.

Miguel Chevalier présente également pour la première fois une tapisserie Fractal Flowers réalisée avec la société Tai Ping. Cette oeuvre matérielle sera le support d'un univers virtuel Fractal Flowers qui évoluera à l'infini sur cette surface délicate de laine et de soie. Une série de pièces fixes Fractal Flowers réalisées à l'occasion de l'exposition Segunda Natureza 2009 à l'Espaço Cultural Marcantonio Vilaça à Brasilia viendront compléter l'ensemble des créations.

Après l'expérience des Sur-Natures, jardins virtuels exposés dans de très nombreux pays, Fractal Flowers présente une nouvelle génération de fleurs aux formes très sculpturales, poussées à l'extrême de leur géométrisation, évoluant aux frontières du minéral et du monde animal. Ces fleurs sont générées à l'infini grâce à un logiciel inédit et déploient les plus incroyables formes fractales. Fruits d'algorithmes, ces fleurs géantes naissent, poussent puis meurent peu à peu pour générer des nouvelles graines différentes.

Ces fleurs de lumière se courbent vers le spectateur comme pour lui faire une révérence, pour regarder de plus près sa réalité et enfin disparaître sous son regard fasciné, créant ainsi un rapport très vivant avec un monde virtuel.

Le vernissage eut lieu le 3 décembre.",NULL,NULL,NULL
"Power Pixels MIAMI","Lélia Mordoch Gallery, 2300 N Miami Av, Miami FL 33127 - USA","perso","2016-11-27T00:00:00","2017-11-28T00:00:00","Lélia Mordoch Gallery","2016-E-MIAMI","Le vernissage eut lieu le 26/11/2016",NULL,NULL,NULL
"Power Pixels PARISGRAF 2018","Galerie par GRAF Notaires, 104 avenue des Champs-Elysées, 75008 Paris","perso","2018-10-10T00:00:00","2019-01-24T00:00:00","Helena Barbier","2018-E-PARISGRAF",NULL,NULL,NULL,NULL
"Power Pixels RIO","Fondation Oi Futuro, Rio de Janeiro (BRA)","perso","2011-05-17T00:00:00","2011-07-03T00:00:00",NULL,"2011-E-RIO","Power Pixels 2011, Fondation Oi Futuro, Rio de Janeiro 

Miguel Chevalier présente pour la première fois à Rio de Janeiro quatre installations de réalité virtuelle génératives et interactives inédites : Fractal Flowers 2011 et Binary Wave 2011 dans l'espace intérieur de la Fondation Oi Futuro ;  Segunda Natureza 2011 et Fractal Flowers in vitro 2011, dans l'espace public.

Rio de Janeiro, « cidade maravilhosa » où la nature est omniprésente, de part la mer, ses lagunes, ses montagnes, ses forêts, constitue une véritable source d'inspiration pour Miguel Chevalier dont le travail aborde par le biais des nouvelles technologies la question du rapport entre nature et artifice.
Miguel Chevalier nous présente différentes créations qui fonctionnent comme des simulacres de la nature et réinterprètent de manière poétique cette végétation luxuriante si caractéristique du Brésil. Cette nature réinventée, qui traitent de la vie, de la mutation et du mouvement perpétuel, nous entraine dans un univers magique et nous rappelle l'importance de préserver cette nature qui constitue la \"Mata Atlantica\".

Fractal Flowers 2011 est un jardin virtuel composés de fleurs fractales géantes évoluant aux frontières des univers minéral, animal et robotique. Fruits d’algorithmes, elles naissent, s' épanouissent et meurent peu à peu pour laisser place à de nouvelles graines toujours plus surprenantes. Leur capacité à suivre du regard le visiteur quand il se déplace crée un étrange et mystérieux, voire troublant dialogue avec lui, amplifié par la musique générative et interactive de Jacopo Baboni Schilingi.

Binary Wave 2011 est une oeuvre de réalité virtuelle générative et interactive qui rappelle le flux et reflux quotidien des vagues le long des plages de Rio de Janeiro, rythmant la vie carioca. Cette vague est composée de millier de particules de 0 et 1. Ces chiffres constituent le système binaire. La vague ondule, se forme et se déforme à l'infini. Cet univers liquide, fluide, réagit à la présence des visiteurs, génère une surface oscillante alternant entre un environnement dynamique de turbulence et un environnement apaisant.

Segunda Natureza 2011, installation projetée la nuit sur la façade extérieur de la fondation Oi Futuro à Ipanema, est un nouveau jardin virtuel composé de 8 différentes graines virtuelles inspirées de la flore tropicale et brésilienne. C'est un enchantement permanent où tout s’incline et bouge. Les plantes naissent aléatoirement, croissent, grimpent, fleurissent, tombent, meurent et renaissent à l'infini. Ce jardin virtuel réagit à la présence des passants. Les plantes tournent sur elles-mêmes. Les corolles des fleurs tombent pétale à pétale, les arbres s’inclinent et les feuilles chutent en une pluie poétique. Nous sommes ici dans un univers végétal très intriguant où ces fleurs organiques presque abstraites évoquent autant la terre que la mer, l’air ou le flux et reflux de la mer. 

Fractal Flowers in vitro 2011 présentée place General Osorio à Ipanema, est une serre sur les parois de laquelle sont projetées à la nuit tombée, des Fractal Flowers, génération de fleurs virtuelles qui rappelle celle présentées à Flamengo. Cette serre renferme une nature générative en perpétuel devenir, peuplé de fleurs étranges qui réagissent aux déplacements des passants. 

Installation de réalité virtuelle générative et interactive. 
Logiciel: Cyrille Henry
Musique : Jacopo Baboni Schilingi
Avec le partenariat de l'Alliance Française de Rio de Janeiro
Production : Claudia Zarvos",NULL,NULL,"2011-e-rio-4.jpg,2011-e-rio-5.jpg,2011-e-rio-6.jpg,2011-e-rio-7.jpg,2011-e-rio-8.jpg,2011-e-rioflyer.jpg,2011-e-rio_flyerv.jpg,2011-e-rio-3.jpg,2011-e-rio-2.jpg,2011-e-rio-1.jpg"
"Power Pixels SAINT GERVAIS LES BAINS","Pile Pont Expo, Saint-Gervais les Bains (FRA)","perso","2013-10-14T00:00:00","2013-10-14T00:00:00",NULL,"2013-E-STGERVAISLESBAINS",NULL,NULL,NULL,NULL
"Power Pixels SITGES","Fundació Stämpfli, Sitges ","perso","2014-04-26T00:00:00","2014-10-05T00:00:00",NULL,"2014-E-SITGES",NULL,NULL,NULL,NULL
"Power Pixels VILLAROGER","Mineral Lodge, Villaroger","perso","2019-07-24T00:00:00","2019-08-24T00:00:00",NULL,"2019-E-VILLAROGER","A l'occasion de la quatrième édition du Salon des Artistes de Haute-Tarentaise",NULL,NULL,NULL
"Précieux Eden","Villa Empain, Bruxelles","perso","2011-11-10T00:00:00","2011-11-13T00:00:00","Société Maison Parisienne","2011-E-BRUXELLES",NULL,NULL,NULL,"2011-e-bruxelles.jpg"
"Printemps de Cahors","Cahors (FRA)","groupe","1995-01-01T00:00:00","1995-01-01T00:00:00",NULL,"1995-E-CAHORS",NULL,NULL,NULL,NULL
"Procédures","Ecole nationale des beaux-arts, Paris (FRA)","groupe","1993-01-01T00:00:00","1993-01-01T00:00:00",NULL,"1993-E-PARIS",NULL,NULL,NULL,NULL
"Projections franco-polonaises","Tower Building, Lodz (POL)","groupe","1999-01-01T00:00:00","1999-01-01T00:00:00",NULL,"1999-E-LODZ",NULL,NULL,NULL,NULL
"Promenons nous","Atelier Ivry","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-IVRYPROMENONS","-","-",NULL,"2008-e-ivrypromenons-1.jpg,2008-e-ivrypromenons-2.jpg,2008-e-ivrypromenons-3.jpg"
"Quatre petits points","Galerie Edouard Escougnou, 7 rue Saint Claude, 75003 Paris (F)","groupe","2019-10-12T00:00:00","2019-10-30T00:00:00","Raphael Ocampo","2019-E-PARISESCOUGNOU","Courtesy Galerie Keza",NULL,NULL,NULL
"Red Desert","Galerie Artvera's, 1 rue Etienne Dumont, 1024 Genève Suisse","groupe","2016-11-18T00:00:00","2017-02-25T00:00:00","Flaminia Scauso","2016-E-GENEVE","Artistes: Scoli Acosta, Joseph Beuys, Miguel Chevalier, Wim Delvoye, Aron Demetz, Olafur Eliasson, John Isaacs, Anselm Kiefer, Benedetto Marcucci, Ryan Mendoza, Hans Op de Beek, Carmen Perrin, Pietro Ruffo","The place where activism becomes attitude",NULL,NULL
"Redécouverte","Musée de la Cie des Indes, Citadelle de Port-Louis, Lorient (FRA)","perso","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-LORIENT","Installation monumentale, Musée de la Cie des Indes,
Citadelle de Port-Louis, Lorient.",NULL,NULL,NULL
"Rencontres arts électroniques","Ecole régionale des beaux-arts, Rennes (FRA)","groupe","1997-01-01T00:00:00","1997-01-01T00:00:00",NULL,"1997-E-RENNES",NULL,NULL,NULL,NULL
"Rencontres d'art multimédia","Château de l'Eglantine, Jouy-en-Josas (FRA)","groupe","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-JOUYENJOSAS",NULL,NULL,NULL,NULL
"Réseaux","Galerie Sylvana Lorenz, 13 rue Chapon, 75003 Paris (FRA)","perso","1992-11-01T00:00:00","1992-12-01T00:00:00","Galerie Sylvana Lorenz","1992-E-PARISLORENZ","Suite de l'exposition Interface à l'Hôpital éphémère.
Suite de la FIAC 1992 du 24/10/1992 jusqu'au 01/11/1992.",NULL,NULL,"1992-e-parislorenz2.jpg"
"Réseaux et interactions","CRAMIF, 17-19 avenue de Flandre 75954 Paris cedex 19","groupe","2016-11-02T00:00:00","2016-11-17T00:00:00","Patrick Amine","2016-E-PARISCRAMIF","Cette exposition prend en compte la notion de réseau et d’interaction. Les artistes s’immergent à leur manière dans les différents paramètres sociologiques et environnementaux. 
	Ce tissu, ce lien social et symbolique, produit de nombreuses interactions humaines qui se déploient comme les ramifications d’un arbre.
	Comment leur travail plastique et esthétique se traduit-il par des œuvres aux formes multiples, utilisant les matériaux de notre monde contemporain, qu’ils soient liés aux diverses traditions plastiques comme aux nouvelles images, à la vidéo, au film numérique et aux technologies interactives ? Il s’agit de montrer de nouvelles perceptions de notre monde à travers des créations d’artistes aux imaginaires les plus hybrides et originaux.
	La société est de plus en plus liée aux réseaux multiples qui recoupent diverses informations et messages de toutes sortes. Le mot « réseau » est devenu une désignation courante pour les infrastructures techniques, les relations sociales, la géopolitique, les mafias, et, notamment, notre nouvelle manière de vivre. Le réseau apparaît comme un ensemble d’informations et de significations qui prolifèrent tout azimut. Ils sont liés aux interactions humaines de manière directe, et cela dans toute organisation sociale du travail, des entreprises, des lieux d’échanges culturels. Ces connexions multiples se traduisent en « interactions » et « liens » riches et non en simples « échanges productifs ». 
 	Ce tissu, ce lien social et symbolique, produisent de nombreuses interactions humaines qui se déploient comme les ramifications d’un arbre (références à la « Nature », à la biosphère et à l’anthropocène : terme lié à la période définie de l’évolution du vivant à travers les époques géologiques et la climatologie, cf. Bruno Latour). Ces ramifications développent des liens entre les idées, les formes et les statuts des individus dans les sociétés dans lesquelles ils vivent et agissent. Les artistes, comme tout un chacun, baignent dans ces Interactions, les réseaux et leurs circuits de développements. Ils leurs permettent de créer des ramifications entre toutes sortes de problématiques pour inventer des œuvres d’art qui nous parlent et qui nous interrogent sur nos liens avec le monde contemporain. 
	Le sens du mot « réseau social » lié au développement du web s’est largement étendu de nos jours. Les nombreux liens créés par la nouvelle génération d’internautes permettent par leurs formes d’échanger des informations très rapidement dans la société contemporaine. 
©Patrick Amine, 2016.",NULL,NULL,NULL
"Retrospective Auguste Herbin","Musée d'art Moderne de Céret, Céret (FRA)","groupe","2013-10-14T00:00:00","2013-10-14T00:00:00",NULL,"2013-E-CERET",NULL,NULL,NULL,NULL
"Retrospective Auguste Herbin","Musée départemental Matisse, Cateau Cambrésis (FRA)","groupe","2012-10-14T00:00:00","2012-10-14T00:00:00","Dominique Szymusiak","2012-E-CATEAUCAMBRESIS",NULL,NULL,NULL,"vague_herbin7.jpg,vague_herbin6.jpg,vague_herbin3.jpg,vague_herbin2.jpg,vague_herbin1.jpg,matisse_herbin.jpg,carton_herbin.jpg"
"RGB Land","Wood Street Galleries, Pittsburgh (USA)","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-PITTSBURG",NULL,NULL,NULL,"2006-e-pittsburg-2.jpg,2006-e-pittsburg-3.jpg,2006-e-pittsburg-4.jpg,2006-e-pittsburg-5.jpg,2006-e-pittsburg-1.jpg"
"RIAM 01 - Rencontres Internationales des Arts Multimédia","Galerie SMP, Galerie RLBQ, Marseille (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-MARSEILLE",NULL,NULL,NULL,NULL
"Saint remy","Saint Remy","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-STREMY","-","-",NULL,"2010-e-stremy-8.jpg,2010-e-stremy-7.jpg,2010-e-stremy-6.jpg,2010-e-stremy-5.jpg,2010-e-stremy-4.jpg,2010-e-stremy-3.jpg,2010-e-stremy-2.jpg,2010-e-stremy-1.jpg"
"Saint Tropez","Saint Tropez","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2011-E-STTROPEZ",NULL,NULL,NULL,"2011-e-sttropez-1.jpg"
"Salon des arts plastiques de Romainville","Palais des fêtes, 28 avenue Paul Vaillant-Couturier - 93230 Romainville","groupe","2003-10-12T00:00:00","2003-10-25T00:00:00",NULL,"2003-E-ROMAINVILLE","Le vernissage eut lieu le 11/1/2003 à 18.30.",NULL,NULL,"2003-e-romainvilleinvitv.jpg"
"Salon du livre","Salon du livre, Paris (FRA)","groupe","2012-10-14T00:00:00","2012-10-14T00:00:00",NULL,"2012-E-PARISARICHI","Avec les Editions Arichi",NULL,NULL,NULL
"Salon International du Livre Ancien avec la Librairie Serge Plantureux","Grand Palais, Avenue Winston Churchill, 75008 Paris","perso","2009-06-19T00:00:00","2009-06-21T00:00:00","Grand Palais","2009-E-PARIS(LIVREANCIEN)","La Librairie Serge Plantureux et la Librairie de Sèvres ont le plaisir de vous présenter à l’occasion du Salon International du Livre Ancien 2009, Herbarius 2059, nouvelle création GVR* de l’artiste Miguel Chevalier, en collaboration avec l’écrivain Jean-Pierre Balpe.
Il s’agit de l’avatar numérique de la longue tradition de l’Herbarius**. Herbarius 2059 possède encore l’aspect d’un livre mais il mêle réel et virtuel et présente des textes et images générés en temps réel. Sur un album de douze feuillets blancs sont projetés côte à côte une fleur fractale de Miguel Chevalier qui évolue sous les yeux du lecteur et un texte génératif de Jean-Pierre Balpe. Chaque graine virtuelle correspond à un signe du zodiaque. Miguel s’inspire de l’Herbarius historique pour créer un nouvel herbier virtuel composé de « Frac- tal Flowers », des graines virtuelles autonomes qui naissent aléatoirement, grandissent, s’épanouissent et meurent pour à nouveau créer une nouvelle graine qui évoluera à son tour. Nous sommes ici dans un univers végétal très intrigant, peuplé de fleurs minérales, rappelant l’univers des cristaux.
En regard de chaque fleur, le générateur automatique d’écriture conçu par Jean-Pierre Balpe nous propose une description imaginaire où la fiction est omniprésente. Il en résulte des textes générés à l’infini, se renouvel- ant sans cesse sous les yeux du lecteur. Le prototype de l’Herbarius 2059 est un hymne à l’hybridation, et nous ouvre la porte d’un imaginaire intemporel. Les sources utilisées pour le texte ont été puisées dans des écrits scientifiques couvrant une large période allant du XIVe siècle à nos jours. Par ses racines, il s’inscrit dans la tradition, mais par la technologie qu’il nécessite, il se révèle d’une nature radicalement moderne. Le Salon du Grand Palais où sont présentées les plus admirables productions de l’esprit humain est un cadre inouï pour soumettre aux bibliophiles, aux collectionneurs, aux directeurs de musées et à un vaste public notre proposition. Au milieu de tous ses vénérables prédécesseurs, l’Herbarius nous entraîne vers ce que pourrait être une bibliophilie du XXIe siècle.
* Les anglosaxons utilisent l’acronyme GVR (Generative Virtual Reality).
** L’Herbarius est un herbier illustré d’origine grecque, inspiré de l’ouvrage médical De materia medica de Dioscorides au 1er siècle après J.-C et compilé en latin au IVe siècle par Pseudo-Apulée. Cet ouvrage étudie 131 plantes en précisant leur usage médical ainsi que la façon de les utiliser. Cet ouvrage a connu une importante diffusion en Europe et du Proche-Orient, il fut traduit, copié et recopié par des générations de scribes jusqu’en 1481 lors de la parution de sa première version imprimée.
Le vernissage sur invitation a eu lieu le 18/06/2009",NULL,NULL,"2009-e-grandpalaislivreancien.jpg"
"Salon Jeune peinture","Grand Palais, Paris (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISGPALAIS",NULL,NULL,NULL,NULL
"Schöffer et ses amis d'aujourd'hui","La Ville A des Arts, 15 rue Hégésippe Moreau, 75018 Paris","groupe","2018-04-25T00:00:00","2018-05-31T00:00:00","Eléonore Schöffer","2018-E-PARISVILLEADESARTS",NULL,NULL,NULL,NULL
"Segunda Natureza","Espaço cultural Marcantonio Vilaça, Tribunal de Contas da União - Ed. Sede Setor de Administração Federal Sul, quadra 4, lote 1 CEP: 70042-900, Brasília-DF","perso","2009-07-17T00:00:00","2009-08-22T00:00:00","Espaço cultural Marcantonio Vilaça","2009-E-BRASILIA","Dans le cadre de l’Année de la France au Brésil, l’Espaço Cultural Marcantonio Vilaça invite l’artiste Miguel Chevalier pour l’exposition personnelle Segunda Natureza, qui aura lieu du 17 juillet au 22 août 2009 à la galerie située au siège de la Cour des Comptes. Pour la première fois à Brasilia, l’artiste présentera simultanément les œuvres Ultra-Natureza et Fractal Flowers, installations de réalité virtuelle générative et interactives articulées
autour du thème de la nature et de l’artifice, ainsi que des oeuvres fixes complémentaires à ces installations.
 
Ultra-Natureza est un nouveau jardin virtuel composé d’une sélection de six variétés de plantes filaires et luminescentes inspirées de la flore brésilienne. Ces jardins se courbent, comme sous l’effet du vent, s’ondulent pour former d’insolites ballets végétaux, et évoluent à l’infini. Les créations de Miguel retrouvent la sensibilité cosmique de Monet, son exploration de la lumière et du temps et son goût des séries, notamment dans les Nymphéas.
 
Fractal Flowers est une nouvelle génération de fleurs fractales géantes évoluant aux frontières entre les univers minéral, animal et robotique. Ces fleurs déploient les plus incroyables formes et couleurs. Fruits d’algorithmes, elles naissent, grandissent et meurent peu à peu pour laisser place à de nouvelles graines toujours plus surprenantes. Ces fleurs, qui ont convoqué les ordinateurs les plus puissants pour leur germination, dépassent les frontières naturelles du végétal et nous emmènent vers un nouvel imaginaire entre baroque et minimalisme.
 
En parallèle de l’exposition, une variation des Fractal Flowers sera également présentée à la station ‘’Galeria dos Estados’’ du métro de Brasilia. Cette installation ‘’hors les murs’’ permet à l’art contemporain d’investir des sites inhabituels et de s’ouvrir à un public plus large, explorant ainsi une nouvelle relation, plus spontanée et inattendue, entre le spectateur et l’oeuvre. Les fleurs de l’oeuvre Fractal Flowers suivent le passant du regard, l’invitent à interagir avec elles et l’accueillent dans leur mystérieux univers.",NULL,NULL,"2009-e-brasiliamarcantonio-10.jpg,2009-e-brasiliamarcantonio-9.jpg,2009-e-brasiliamarcantonio-8.jpg,2009-e-brasiliamarcantonio-7.jpg,2009-e-brasiliamarcantonio-5.jpg,2009-e-brasiliamarcantonio-4.jpg,2009-e-brasiliamarcantonio-3.jpg,2009-e-brasiliamarcantonio-2.jpg,2009-e-brasiliamarcantonio-1.jpg,convitevirtual6.jpg,2009-e-brasiliamarcantonio-11.jpg"
"Shadows","Galerie italienne, 15 rue du Louvre, 75001 Paris (F)","groupe","2019-05-17T00:00:00","2019-06-29T00:00:00","David Rosenberg","2019-E-PARISGITALIENNE",NULL,NULL,NULL,NULL
"Show Off","Paris (FR)","groupe","2013-10-21T00:00:00","2013-10-23T00:00:00","-","2013-E-SHOWOFF","-",NULL,NULL,"2013-e-showoff-6.jpg,2013-e-showoff-2.jpg,2013-e-showoff-9.jpg,2013-e-showoff-7.jpg,2013-e-showoff-8.jpg,2013-e-showoff-3.jpg,2013-e-showoff-4.jpg,2013-e-showoff-5.jpg,2013-e-showoff-1.jpg"
"Singapour","Singapore Art Museum, Singapore (SGP)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00","-","2010-E-SINGAPOUR","-","-",NULL,"2010-e-singapour-1.jpg,2010-e-singapour-2.jpg,2010-e-singapour-3.jpg,2010-e-singapour-4.jpg,2010-e-singapour-5.jpg"
"Slick 09","Galerie Barnoud (Dijon), 104, Paris (FRA)","perso","2009-10-14T00:00:00","2009-10-14T00:00:00",NULL,"2009-E-PARISSLICK",NULL,NULL,NULL,NULL
"SLICK contemporary art fair 2006","Galerie Numericausa, Paris (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-PARISSLICK",NULL,NULL,NULL,NULL
"Slick Numeriscausa","Galerie Numeriscausa, Paris (FRA)","perso","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-SLICKNUMERISCAUSA",NULL,NULL,NULL,"2008-e-slicknumeriscausa-1.jpg,2008-e-slicknumeriscausa-2.jpg,2008-e-slicknumeriscausa-3.jpg,2008-e-slicknumeriscausa-4.jpg,2008-e-slicknumeriscausa-5.jpg,2008-e-slicknumeriscausa-6.jpg,2008-e-slicknumeriscausa-7.jpg,2008-e-slicknumeriscausa-8.jpg,2008-e-slicknumeriscausa-9.jpg"
"Slick08","Galerie Barnoud (Dijon) (FRA)","perso","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-SLICKBARNOUD",NULL,NULL,NULL,"2008-e-slickbarnoud-1.jpg,2008-e-slickbarnoud-2.jpg,2008-e-slickbarnoud-3.jpg"
"Space Art","Maison Européenne de la Photographie, Paris (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-PARISPHOTOGRAPHIE","Festival d'art numérique Outsiders 2003",NULL,NULL,NULL
"Still alive...","PERL, 115 rue Réaumur - 75002 Paris","groupe","2016-11-24T00:00:00","2016-11-26T00:00:00","-","2016-E-PARISPERL","A l'occasion de l'inauguration du nouveau siège social de PERL, Alain Laurier, président, et Thomas de SAINT LEGER, directeur général, ont le plaisir de vous inviter à découvrir en avant-première, dans nos bureaux, l'exposition GAINSBOURG STILL ALIVE ou comment les célèbres portraits de Roberto Battistini sont revisités par les grands artistes contemporains.","-",NULL,NULL
"Street art & art digital - Le XXIème siècle a 20 ans","Galérie Lélia Mordoch, 50 rue Mazarine, Paris (FRA)","groupe","2020-10-08T00:00:00","2020-12-25T00:00:00",NULL,"2020-E-PARISMORDOCH",NULL,NULL,NULL,NULL
"Studio de l'Arc","Arles","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-ARLES","Rencontres internationales de la photographie",NULL,NULL,NULL
"Supra-Natura","Buenos Aires (ARG)","perso","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-BUENOSAIRES","Exposition dans le cadre du \"Festival International de Buenos Aires\",
avec l'Alliance Française.",NULL,NULL,NULL
"Supra-Natura","Lisbonne (POR)","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-LISBONNE","Festival Luzboa, projection géante sur la façade du Museo do Chiado, Lisbonne (POR)",NULL,NULL,"2006-e-lisbonne-2.jpg,2006-e-lisbonne-3.jpg,2006-e-lisbonne-1.jpg"
"Supra-Natura","Museo do Chiado, Luzboa (P)","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-LUZBOA","Festival Luzboa. Projection géante sur la façade du Museo do Chiado ",NULL,NULL,NULL
"Sur le fil ","Biche de Bere Gallery, 1506 Manhattan Avenue, Union City, New Jersey 07087","groupe","2005-09-02T00:00:00","2005-10-02T00:00:00","Biche de Bere Gallery","2005-E-UNIONCITYBICHE",NULL,NULL,NULL,"2005-e-surlefilcp.jpg"
"Sur le fil","Biche de Bere Gallery, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00","Galerie Biche de Bere","2005-E-PARISBICHE1",NULL,NULL,NULL,NULL
"Sur-Nature","Amiens","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2007-E-AMIENS","Nuit Blanche d'Amiens, création logiciel Music2eye
","-",NULL,"2007-e-amiens-1.jpg,2007-e-amiens-2.jpg,2007-e-amiens-3.jpg,2007-e-amiens-4.jpg,2007-e-amiens-5.jpg"
"Sur-Nature","Nancy","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-NANCY","Exposition \"L’émoi de l'image\" 
octobre 2007 
Galerie Poirel Nancy, création logiciel Music2eye
12m x 4m","-",NULL,"2007-e-nancy-1.jpg,2007-e-nancy-2.jpg,2007-e-nancy-3.jpg,2007-e-nancy-4.jpg,2007-e-nancy-5.jpg"
"Sur-Natures"," Weber, Berlin","perso","2011-01-01T00:00:00","2011-01-01T00:00:00",NULL,"2011-E-BERLIN","Séminaire Saint-Gobain",NULL,NULL,NULL
